current	xMean	yMean	xStd	yStd
0.0	406.8743569220328	342.2438997796245	4.394408090898162	5.205579951845962
2.0	322.31905722328094	340.7397302508165	4.423238960757621	5.126341609854216
0.65	378.4651481371345	343.5144477177088	4.760375865034715	5.306143035815636
-1.2	469.3504124057364	341.78502235089013	4.43939473449784	5.178751481398039
-0.6	438.54664580068874	341.9397346368578	4.401373716701745	5.1273692037407255
